zip_code,location,city
32080,"800 Belle Terre Pkwy, Palm Coast, FL 32164",Palm Coast
32034,"13170 Atlantic Blvd Ste 29, Jacksonville, FL 32225",Jacksonville
32034,"12620 Beach Blvd Ste 12, Jacksonville, FL 32246",Jacksonville
32034,"630 Atlantic Blvd, Neptune Beach, FL 32266",Neptune Beach
32034,"580 Atlantic Blvd, Neptune Beach, FL 32266",Neptune Beach
32033,"5415 N Oceanshore Blvd, Palm Coast, FL 32137",Palm Coast
32033,"4950 Belle Terre Pkwy, Palm Coast, FL 32137",Palm Coast
32033,"250 Palm Coast Pkwy NE Unit 1000, Palm Coast, FL 32137",Palm Coast
32011,"1421 Sadler Rd, Fernandina Beach, FL 32034",Fernandina Beach
32011,"2771 Monument Rd Ste 19, Jacksonville, FL 32225",Jacksonville
32011,"463855 State Road 200, Yulee, FL 32097",Yulee
32010,"606 Havendale Blvd, Auburndale, FL 33823",Auburndale
32010,"775 Hwy 559, Auburndale, FL 33823",Auburndale
32010,"255 E Van Fleet Dr, Bartow, FL 33830",Bartow
32010,"8301 Champions Gate Blvd, Champions Gate, FL 33896",Champions Gate
32010,"39883 Highway 27, Davenport, FL 33837",Davenport
32010,"6075 Hwy 17-92 N, Davenport, FL 33896",Davenport
32010,"7800 Lake Wilson Rd, Davenport, FL 33896",Davenport
32010,"1200 Champions Dr, Davenport, FL 33897",Davenport
32010,"617 US Highway 17 92 W, Haines City, FL 33844",Haines City
32010,"4112 E Johnson Ave, Haines City, FL 33844",Haines City
32010,"3839 Pleasant Hill Rd, Kissimmee, FL 34746",Kissimmee
32010,"1725 Future Way, Kissimmee, FL 34747",Kissimmee
32010,"23965 Hwy 27, Lake Wales, FL 33859",Lake Wales
32010,"102 Hwy 60 E, Lake Wales, FL 33853",Lake Wales
32010,"5185 US Highway 98 S, Lakeland, FL 33812",Lakeland
32010,"841 Cypress Pkwy, Poinciana, FL 34759",Poinciana
32010,"1395 6th St NW, Winter Haven, FL 33881",Winter Haven
32010,"6031 Cypress Gardens Blvd, Winter Haven, FL 33884",Winter Haven
32010,"884 Cypress Gardens Blvd, Winter Haven, FL 33880",Winter Haven
32010,"1090 Spirit Lake Rd, Winter Haven, FL 33880",Winter Haven
32009,"11341 Normandy Blvd Ste 201, Jacksonville, FL 32221",Jacksonville
32009,"7749 Normandy Blvd, Jacksonville, FL 32221",Jacksonville
32009,"4495 Roosevelt Blvd Ste 103, Jacksonville, FL 32210",Jacksonville
32009,"1100 Dunn Ave Bldg 100, Jacksonville, FL 32218",Jacksonville
32009,"2033 Riverside Ave, Jacksonville, FL 32204",Jacksonville
32009,"2039 Hendricks Ave Ste 325, Jacksonville, FL 32207",Jacksonville
32009,"731 Duval Station Rd Ste 4, Jacksonville, FL 32218",Jacksonville
32009,"5858 Atlantic Blvd, Jacksonville, FL 32207",Jacksonville
32009,"12541 Yellow Bluff Rd, Jacksonville, FL 32226",Jacksonville
32009,"7117 Merrill Rd, Jacksonville, FL 32277",Jacksonville
32009,"9100 Merrill Rd, Jacksonville, FL 32225",Jacksonville
32009,"76010 William Burgess Blvd, Yulee, FL 32097",Yulee
32008,"16193 NW US Hwy 441, Alachua, FL 32615",Alachua
32008,"9200 NW 39th Ave, Gainesville, FL 32606",Gainesville
32008,"1200 NW 76th Blvd, Gainesville, FL 32606",Gainesville
32008,"5200 NW 43rd St Ste 401, Gainesville, FL 32606",Gainesville
32008,"2755 SW 91st St, Gainesville, FL 32608",Gainesville
32008,"4115 NW 16th Blvd, Gainesville, FL 32605",Gainesville
32008,"5801 SW 75th St, Gainesville, FL 32608",Gainesville
32008,"3315 W University Ave, Gainesville, FL 32607",Gainesville
32008,"3930 SW Archer Rd, Gainesville, FL 32608",Gainesville
32008,"3720 NW 13th St Ste 9, Gainesville, FL 32609",Gainesville
32008,"3100 SW 35th Blvd, Gainesville, FL 32608",Gainesville
32008,"5200 SW 34th St, Gainesville, FL 32608",Gainesville
32008,"203 NW 13th St, Gainesville, FL 32601",Gainesville
32008,"1302 N Main St, Gainesville, FL 32601",Gainesville
32008,"255 NW Commons Loop, Lake City, FL 32055",Lake City
32008,"2215 Ohio Ave N, Live Oak, FL 32064",Live Oak
32008,"24100 W Newberry Rd Ste 10, Newberry, FL 32669",Newberry
32008,"14130 W Newberry Rd, Newberry, FL 32669",Newberry
32007,"171 Town and Country Dr, Palatka, FL 32177",Palatka
32007,"2875 SR 16, Saint Augustine, FL 32092",Saint Augustine
32007,"250 Plaza Blvd, Saint Augustine, FL 32086",Saint Augustine
32007,"4255 US 1 S, Saint Augustine, FL 32086",Saint Augustine
32007,"955 State Road 16, Saint Augustine, FL 32084",Saint Augustine
32007,"125 Jenkins St, Saint Augustine, FL 32086",Saint Augustine
32007,"1033 A1A Beach Blvd, Saint Augustine, FL 32080",Saint Augustine
32007,"55 Ava Way, Saint Augustine, FL 32084",Saint Augustine
32004,"11025 eTown Pkwy Unit 100, Jacksonville, FL 32256",Jacksonville
32004,"10920 Baymeadows Rd, Jacksonville, FL 32256",Jacksonville
32004,"4765 Hodges Blvd, Jacksonville, FL 32224",Jacksonville
32004,"14444 Beach Blvd Ste 6, Jacksonville, FL 32250",Jacksonville
32004,"670 Marsh Landing Pkwy, Jacksonville Beach, FL 32250",Jacksonville Beach
32004,"408 Beach Blvd Ste 100, Jacksonville Beach, FL 32250",Jacksonville Beach
32004,"250 Pine Lake Dr, Ponte Vedra, FL 32081",Ponte Vedra
32004,"3777 Palm Valley Rd, Ponte Vedra, FL 32082",Ponte Vedra
32004,"120 Marketside Ave, Ponte Vedra, FL 32081",Ponte Vedra
32004,"220 Front Street, Ponte Vedra Beach, FL 32082",Ponte Vedra Beach
32004,"7462 US Hwy 1 N, Saint Augustine, FL 32095",Saint Augustine
32004,"170 Village Commons Dr, Saint Augustine, FL 32092",Saint Augustine
32004,"84 Tuscan Way, Saint Augustine, FL 32092",Saint Augustine
32004,"835 CR 210 W, Saint Johns, FL 32259",Saint Johns
32004,"75 Irondale Rd, Suite 100, Jacksonville, FL 32081",Suite 100
32003,"5000 US Highway 17 Ste 11, Fleming Island, FL 32003",Fleming Island
32003,"865 Hibernia Rd Ste 200, Fleming Island, FL 32003",Fleming Island
32003,"11406 San Jose Blvd, Jacksonville, FL 32223",Jacksonville
32003,"6001 Argyle Forest Blvd Ste 45, Jacksonville, FL 32244",Jacksonville
32003,"10500 San Jose Blvd Ste 36, Jacksonville, FL 32257",Jacksonville
32003,"11250 St Augustine Rd Ste 4, Jacksonville, FL 32257",Jacksonville
32003,"9518 Argyle Forest Blvd, Jacksonville, FL 32222",Jacksonville
32003,"13820 Old Saint Augustine Rd, Jacksonville, FL 32258",Jacksonville
32003,"7628 103rd St Ste 24, Jacksonville, FL 32210",Jacksonville
32003,"2875 University Blvd W, Jacksonville, FL 32217",Jacksonville
32003,"9964 Old Baymeadows Rd, Jacksonville, FL 32256",Jacksonville
32003,"2640 Blanding Blvd, Middleburg, FL 32068",Middleburg
32003,"950 Blanding Blvd, Orange Park, FL 32065",Orange Park
32003,"410 Blanding Blvd, Orange Park, FL 32073",Orange Park
32003,"1075 Oakleaf Plantation Pkwy Ste 200, Orange Park, FL 32065",Orange Park
32003,"450 State Road 13 N Ste 109, Saint Johns, FL 32259",Saint Johns
32003,"205 Rivertown Shops Dr, Saint Johns, FL 32259",Saint Johns
32003,"2750 Race Track Rd, Saint Johns, FL 32259",Saint Johns
32003,"2845 County Road 210 W, Saint Johns, FL 32259",Saint Johns
32003,"155 Bartram Market Dr Ste 100, Saint Johns, FL 32259",Saint Johns
